Contest,Candidate Issue,Party,Precinct Name,Total Votes,% of Total Votes
Court of Appeal  - Drew Atkinson,Yes,,"5 Muse Community Center ",642,76
Court of Appeal  - Drew Atkinson,Yes,,6 Doyle Conner Bldg,241,68
Court of Appeal  - Drew Atkinson,Yes,,7 Lakeport Community Center,359,72
Court of Appeal  - Drew Atkinson,Yes,,"8 BHR Community Center ",659,79
Court of Appeal  - Drew Atkinson,Yes,,9 Lakeport Community Center,73,72
Court of Appeal  - Drew Atkinson,Yes,,10 Lakeport Community Center,108,71
Court of Appeal  - Drew Atkinson,Yes,,11 Doyle Conner Bldg,181,70
Court of Appeal  - Drew Atkinson,Yes,,12 Washington Park Comm. ctr.,46,50
Court of Appeal  - Drew Atkinson,Yes,,13 Indian Hills Fire Dept.,409,75
Court of Appeal  - Drew Atkinson,No,,"1 Doyle Conner Bldg ",58,24
Court of Appeal  - Drew Atkinson,No,,2 Ortona Community Center,90,28
Court of Appeal  - Drew Atkinson,No,,"3 Doyle Conner Bldg ",60,28
Court of Appeal  - Drew Atkinson,No,,4 Palmdale Community Center,44,26
Court of Appeal  - Drew Atkinson,No,,"5 Muse Community Center ",200,24
Court of Appeal  - Drew Atkinson,No,,6 Doyle Conner Bldg,112,32
Court of Appeal  - Drew Atkinson,No,,7 Lakeport Community Center,139,28
Court of Appeal  - Drew Atkinson,No,,"8 BHR Community Center ",177,21
Court of Appeal  - Drew Atkinson,No,,9 Lakeport Community Center,28,28
Court of Appeal  - Drew Atkinson,No,,10 Lakeport Community Center,45,29
Court of Appeal  - Drew Atkinson,No,,11 Doyle Conner Bldg,77,30
Court of Appeal  - Drew Atkinson,No,,12 Washington Park Comm. ctr.,46,50
Court of Appeal  - Drew Atkinson,No,,13 Indian Hills Fire Dept.,134,25
Court of Appeal  - Morris Silberman,Yes,,"1 Doyle Conner Bldg ",176,73
Court of Appeal  - Morris Silberman,Yes,,2 Ortona Community Center,220,68
Court of Appeal  - Morris Silberman,Yes,,"3 Doyle Conner Bldg ",143,68
Court of Appeal  - Morris Silberman,Yes,,4 Palmdale Community Center,108,65
Court of Appeal  - Morris Silberman,Yes,,"5 Muse Community Center ",613,73
Court of Appeal  - Morris Silberman,Yes,,6 Doyle Conner Bldg,235,68
Court of Appeal  - Morris Silberman,Yes,,7 Lakeport Community Center,343,69
Court of Appeal  - Morris Silberman,Yes,,"8 BHR Community Center ",614,74
Court of Appeal  - Morris Silberman,Yes,,9 Lakeport Community Center,67,65
Court of Appeal  - Morris Silberman,Yes,,10 Lakeport Community Center,107,70
Court of Appeal  - Morris Silberman,Yes,,11 Doyle Conner Bldg,164,64
Court of Appeal  - Morris Silberman,Yes,,12 Washington Park Comm. ctr.,46,51
Court of Appeal  - Morris Silberman,Yes,,13 Indian Hills Fire Dept.,375,70
Court of Appeal  - Morris Silberman,No,,"1 Doyle Conner Bldg ",65,27
Court of Appeal  - Morris Silberman,No,,2 Ortona Community Center,103,32
Court of Appeal  - Morris Silberman,No,,"3 Doyle Conner Bldg ",68,32
Court of Appeal  - Morris Silberman,No,,4 Palmdale Community Center,58,35
Court of Appeal  - Morris Silberman,No,,"5 Muse Community Center ",223,27
Court of Appeal  - Morris Silberman,No,,6 Doyle Conner Bldg,112,32
Court of Appeal  - Morris Silberman,No,,7 Lakeport Community Center,156,31
Court of Appeal  - Morris Silberman,No,,"8 BHR Community Center ",214,26
Court of Appeal  - Morris Silberman,No,,9 Lakeport Community Center,36,35
Court of Appeal  - Morris Silberman,No,,10 Lakeport Community Center,46,30
Court of Appeal  - Morris Silberman,No,,11 Doyle Conner Bldg,93,36
Court of Appeal  - Morris Silberman,No,,12 Washington Park Comm. ctr.,45,49
Court of Appeal  - Morris Silberman,No,,13 Indian Hills Fire Dept.,162,30
Court of Appeal  - Daniel H. Sleet,Yes,,"1 Doyle Conner Bldg ",181,76
Court of Appeal  - Daniel H. Sleet,Yes,,2 Ortona Community Center,229,71
Court of Appeal  - Daniel H. Sleet,Yes,,"3 Doyle Conner Bldg ",149,71
Court of Appeal  - Daniel H. Sleet,Yes,,4 Palmdale Community Center,117,70
Court of Appeal  - Daniel H. Sleet,Yes,,"5 Muse Community Center ",644,77
Court of Appeal  - Daniel H. Sleet,Yes,,6 Doyle Conner Bldg,228,66
Court of Appeal  - Daniel H. Sleet,Yes,,7 Lakeport Community Center,366,73
Court of Appeal  - Daniel H. Sleet,Yes,,"8 BHR Community Center ",627,76
Court of Appeal  - Daniel H. Sleet,Yes,,9 Lakeport Community Center,68,67
Court of Appeal  - Daniel H. Sleet,Yes,,10 Lakeport Community Center,105,69
Court of Appeal  - Daniel H. Sleet,Yes,,11 Doyle Conner Bldg,180,69
Court of Appeal  - Daniel H. Sleet,Yes,,12 Washington Park Comm. ctr.,44,48
Court of Appeal  - Daniel H. Sleet,Yes,,13 Indian Hills Fire Dept.,404,75
Court of Appeal  - Daniel H. Sleet,No,,"1 Doyle Conner Bldg ",57,24
Court of Appeal  - Daniel H. Sleet,No,,2 Ortona Community Center,92,29
Court of Appeal  - Daniel H. Sleet,No,,"3 Doyle Conner Bldg ",62,29
Court of Appeal  - Daniel H. Sleet,No,,4 Palmdale Community Center,49,30
Court of Appeal  - Daniel H. Sleet,No,,"5 Muse Community Center ",190,23
Court of Appeal  - Daniel H. Sleet,No,,6 Doyle Conner Bldg,120,34
Court of Appeal  - Daniel H. Sleet,No,,7 Lakeport Community Center,132,27
Court of Appeal  - Daniel H. Sleet,No,,"8 BHR Community Center ",197,24
Court of Appeal  - Daniel H. Sleet,No,,9 Lakeport Community Center,34,33
Court of Appeal  - Daniel H. Sleet,No,,10 Lakeport Community Center,48,31
Court of Appeal  - Daniel H. Sleet,No,,11 Doyle Conner Bldg,79,31
Court of Appeal  - Daniel H. Sleet,No,,12 Washington Park Comm. ctr.,47,52
Court of Appeal  - Daniel H. Sleet,No,,13 Indian Hills Fire Dept.,136,25
Court of Appeal  - Andrea Teves Smith,Yes,,"1 Doyle Conner Bldg ",183,76
Court of Appeal  - Andrea Teves Smith,Yes,,2 Ortona Community Center,232,73
Court of Appeal  - Andrea Teves Smith,Yes,,"3 Doyle Conner Bldg ",153,72
Court of Appeal  - Andrea Teves Smith,Yes,,4 Palmdale Community Center,117,71
Court of Appeal  - Andrea Teves Smith,Yes,,"5 Muse Community Center ",651,78
Court of Appeal  - Andrea Teves Smith,Yes,,6 Doyle Conner Bldg,243,70
Court of Appeal  - Andrea Teves Smith,Yes,,7 Lakeport Community Center,365,74
Court of Appeal  - Andrea Teves Smith,Yes,,"8 BHR Community Center ",638,77
Court of Appeal  - Andrea Teves Smith,Yes,,9 Lakeport Community Center,72,71
Court of Appeal  - Andrea Teves Smith,Yes,,10 Lakeport Community Center,115,75
Court of Appeal  - Andrea Teves Smith,Yes,,11 Doyle Conner Bldg,185,72
Court of Appeal  - Andrea Teves Smith,Yes,,12 Washington Park Comm. ctr.,48,53
Court of Appeal  - Andrea Teves Smith,Yes,,13 Indian Hills Fire Dept.,409,76
Court of Appeal  - Andrea Teves Smith,No,,"1 Doyle Conner Bldg ",58,24
Court of Appeal  - Andrea Teves Smith,No,,2 Ortona Community Center,88,28
Court of Appeal  - Andrea Teves Smith,No,,"3 Doyle Conner Bldg ",59,28
Court of Appeal  - Andrea Teves Smith,No,,4 Palmdale Community Center,48,29
Court of Appeal  - Andrea Teves Smith,No,,"5 Muse Community Center ",188,22
Court of Appeal  - Andrea Teves Smith,No,,6 Doyle Conner Bldg,105,30
Court of Appeal  - Andrea Teves Smith,No,,7 Lakeport Community Center,128,26
Court of Appeal  - Andrea Teves Smith,No,,"8 BHR Community Center ",188,23
Court of Appeal  - Andrea Teves Smith,No,,9 Lakeport Community Center,30,29
Court of Appeal  - Andrea Teves Smith,No,,10 Lakeport Community Center,38,25
Court of Appeal  - Andrea Teves Smith,No,,11 Doyle Conner Bldg,71,28
Court of Appeal  - Andrea Teves Smith,No,,12 Washington Park Comm. ctr.,42,47
Court of Appeal  - Andrea Teves Smith,No,,13 Indian Hills Fire Dept.,131,24
No. 1 Constitutional Amendment,Yes,,"1 Doyle Conner Bldg ",252,93
No. 1 Constitutional Amendment,Yes,,2 Ortona Community Center,342,94
No. 1 Constitutional Amendment,Yes,,"3 Doyle Conner Bldg ",214,91
No. 1 Constitutional Amendment,Yes,,4 Palmdale Community Center,169,92
No. 1 Constitutional Amendment,Yes,,"5 Muse Community Center ",833,91
No. 1 Constitutional Amendment,Yes,,6 Doyle Conner Bldg,320,84
No. 1 Constitutional Amendment,Yes,,7 Lakeport Community Center,528,95
No. 1 Constitutional Amendment,Yes,,"8 BHR Community Center ",831,90
No. 1 Constitutional Amendment,Yes,,9 Lakeport Community Center,109,96
No. 1 Constitutional Amendment,Yes,,10 Lakeport Community Center,154,92
No. 1 Constitutional Amendment,Yes,,11 Doyle Conner Bldg,262,91
No. 1 Constitutional Amendment,Yes,,12 Washington Park Comm. ctr.,79,83
No. 1 Constitutional Amendment,Yes,,13 Indian Hills Fire Dept.,524,88
No. 1 Constitutional Amendment,No,,"1 Doyle Conner Bldg ",19,7
No. 1 Constitutional Amendment,No,,2 Ortona Community Center,22,6
No. 1 Constitutional Amendment,No,,"3 Doyle Conner Bldg ",22,9
No. 1 Constitutional Amendment,No,,4 Palmdale Community Center,14,8
No. 1 Constitutional Amendment,No,,"5 Muse Community Center ",87,9
No. 1 Constitutional Amendment,No,,6 Doyle Conner Bldg,59,16
No. 1 Constitutional Amendment,No,,7 Lakeport Community Center,29,5
No. 1 Constitutional Amendment,No,,"8 BHR Community Center ",96,10
No. 1 Constitutional Amendment,No,,9 Lakeport Community Center,5,4
No. 1 Constitutional Amendment,No,,10 Lakeport Community Center,13,8
No. 1 Constitutional Amendment,No,,11 Doyle Conner Bldg,26,9
No. 1 Constitutional Amendment,No,,12 Washington Park Comm. ctr.,16,17
No. 1 Constitutional Amendment,No,,13 Indian Hills Fire Dept.,69,12
No. 2 Constitutional Amendment,Yes,,"1 Doyle Conner Bldg ",104,38
No. 2 Constitutional Amendment,Yes,,2 Ortona Community Center,138,38
No. 2 Constitutional Amendment,Yes,,"3 Doyle Conner Bldg ",123,52
No. 2 Constitutional Amendment,Yes,,4 Palmdale Community Center,61,33
No. 2 Constitutional Amendment,Yes,,"5 Muse Community Center ",328,36
No. 2 Constitutional Amendment,Yes,,6 Doyle Conner Bldg,258,68
No. 2 Constitutional Amendment,Yes,,7 Lakeport Community Center,253,45
No. 2 Constitutional Amendment,Yes,,"8 BHR Community Center ",442,48
No. 2 Constitutional Amendment,Yes,,9 Lakeport Community Center,48,42
No. 2 Constitutional Amendment,Yes,,10 Lakeport Community Center,94,56
No. 2 Constitutional Amendment,Yes,,11 Doyle Conner Bldg,87,30
No. 2 Constitutional Amendment,Yes,,12 Washington Park Comm. ctr.,83,86
No. 2 Constitutional Amendment,Yes,,13 Indian Hills Fire Dept.,221,37
No. 2 Constitutional Amendment,No,,"1 Doyle Conner Bldg ",169,62
No. 2 Constitutional Amendment,No,,2 Ortona Community Center,230,63
No. 2 Constitutional Amendment,No,,"3 Doyle Conner Bldg ",113,48
No. 2 Constitutional Amendment,No,,4 Palmdale Community Center,125,67
No. 2 Constitutional Amendment,No,,"5 Muse Community Center ",594,64
No. 2 Constitutional Amendment,No,,6 Doyle Conner Bldg,122,32
No. 2 Constitutional Amendment,No,,7 Lakeport Community Center,308,55
No. 2 Constitutional Amendment,No,,"8 BHR Community Center ",484,52
No. 2 Constitutional Amendment,No,,9 Lakeport Community Center,67,58
No. 2 Constitutional Amendment,No,,10 Lakeport Community Center,73,44
No. 2 Constitutional Amendment,No,,11 Doyle Conner Bldg,202,70
No. 2 Constitutional Amendment,No,,12 Washington Park Comm. ctr.,13,14
No. 2 Constitutional Amendment,No,,13 Indian Hills Fire Dept.,373,63
No. 3 Constitutional Amendment,Yes,,"1 Doyle Conner Bldg ",138,51
No. 3 Constitutional Amendment,Yes,,2 Ortona Community Center,178,51
No. 3 Constitutional Amendment,Yes,,"3 Doyle Conner Bldg ",152,67
No. 3 Constitutional Amendment,Yes,,4 Palmdale Community Center,98,54
No. 3 Constitutional Amendment,Yes,,"5 Muse Community Center ",436,48
No. 3 Constitutional Amendment,Yes,,6 Doyle Conner Bldg,235,63
No. 3 Constitutional Amendment,Yes,,7 Lakeport Community Center,310,57
No. 3 Constitutional Amendment,Yes,,"8 BHR Community Center ",496,56
No. 3 Constitutional Amendment,Yes,,9 Lakeport Community Center,58,53
No. 3 Constitutional Amendment,Yes,,10 Lakeport Community Center,105,64
No. 3 Constitutional Amendment,Yes,,11 Doyle Conner Bldg,131,47
No. 3 Constitutional Amendment,Yes,,12 Washington Park Comm. ctr.,65,69
No. 3 Constitutional Amendment,Yes,,13 Indian Hills Fire Dept.,270,47
No. 3 Constitutional Amendment,No,,"1 Doyle Conner Bldg ",130,49
No. 3 Constitutional Amendment,No,,2 Ortona Community Center,170,49
No. 3 Constitutional Amendment,No,,"3 Doyle Conner Bldg ",76,33
No. 3 Constitutional Amendment,No,,4 Palmdale Community Center,82,46
No. 3 Constitutional Amendment,No,,"5 Muse Community Center ",464,52
No. 3 Constitutional Amendment,No,,6 Doyle Conner Bldg,136,37
No. 3 Constitutional Amendment,No,,7 Lakeport Community Center,233,43
No. 3 Constitutional Amendment,No,,"8 BHR Community Center ",384,44
No. 3 Constitutional Amendment,No,,9 Lakeport Community Center,51,47
No. 3 Constitutional Amendment,No,,10 Lakeport Community Center,59,36
No. 3 Constitutional Amendment,No,,11 Doyle Conner Bldg,149,53
No. 3 Constitutional Amendment,No,,12 Washington Park Comm. ctr.,29,31
No. 3 Constitutional Amendment,No,,13 Indian Hills Fire Dept.,308,53
No. 4 Constitutional Amendment,Yes,,"1 Doyle Conner Bldg ",145,56
No. 4 Constitutional Amendment,Yes,,2 Ortona Community Center,186,54
No. 4 Constitutional Amendment,Yes,,"3 Doyle Conner Bldg ",136,61
No. 4 Constitutional Amendment,Yes,,4 Palmdale Community Center,98,56
No. 4 Constitutional Amendment,Yes,,"5 Muse Community Center ",450,50
No. 4 Constitutional Amendment,Yes,,6 Doyle Conner Bldg,212,58
No. 4 Constitutional Amendment,Yes,,7 Lakeport Community Center,287,54
No. 4 Constitutional Amendment,Yes,,"8 BHR Community Center ",426,49
No. 4 Constitutional Amendment,Yes,,9 Lakeport Community Center,51,47
No. 4 Constitutional Amendment,Yes,,10 Lakeport Community Center,95,59
No. 4 Constitutional Amendment,Yes,,11 Doyle Conner Bldg,149,55
No. 4 Constitutional Amendment,Yes,,12 Washington Park Comm. ctr.,51,55
No. 4 Constitutional Amendment,Yes,,13 Indian Hills Fire Dept.,311,56
No. 4 Constitutional Amendment,No,,"1 Doyle Conner Bldg ",113,44
No. 4 Constitutional Amendment,No,,2 Ortona Community Center,160,46
No. 4 Constitutional Amendment,No,,"3 Doyle Conner Bldg ",88,39
No. 4 Constitutional Amendment,No,,4 Palmdale Community Center,78,44
No. 4 Constitutional Amendment,No,,"5 Muse Community Center ",445,50
No. 4 Constitutional Amendment,No,,6 Doyle Conner Bldg,154,42
No. 4 Constitutional Amendment,No,,7 Lakeport Community Center,242,46
No. 4 Constitutional Amendment,No,,"8 BHR Community Center ",439,51
No. 4 Constitutional Amendment,No,,9 Lakeport Community Center,57,53
No. 4 Constitutional Amendment,No,,10 Lakeport Community Center,66,41
No. 4 Constitutional Amendment,No,,11 Doyle Conner Bldg,123,45
No. 4 Constitutional Amendment,No,,12 Washington Park Comm. ctr.,42,45
No. 4 Constitutional Amendment,No,,13 Indian Hills Fire Dept.,248,44
No. 5 Constitutional Amendment,Yes,,"1 Doyle Conner Bldg ",185,71
No. 5 Constitutional Amendment,Yes,,2 Ortona Community Center,259,74
No. 5 Constitutional Amendment,Yes,,"3 Doyle Conner Bldg ",157,70
No. 5 Constitutional Amendment,Yes,,4 Palmdale Community Center,138,76
No. 5 Constitutional Amendment,Yes,,"5 Muse Community Center ",685,77
No. 5 Constitutional Amendment,Yes,,6 Doyle Conner Bldg,274,75
No. 5 Constitutional Amendment,Yes,,7 Lakeport Community Center,393,75
No. 5 Constitutional Amendment,Yes,,"8 BHR Community Center ",653,75
No. 5 Constitutional Amendment,Yes,,9 Lakeport Community Center,83,78
No. 5 Constitutional Amendment,Yes,,10 Lakeport Community Center,134,84
No. 5 Constitutional Amendment,Yes,,11 Doyle Conner Bldg,187,68
No. 5 Constitutional Amendment,Yes,,12 Washington Park Comm. ctr.,65,69
No. 5 Constitutional Amendment,Yes,,13 Indian Hills Fire Dept.,408,72
No. 5 Constitutional Amendment,No,,"1 Doyle Conner Bldg ",76,29
No. 5 Constitutional Amendment,No,,2 Ortona Community Center,93,26
No. 5 Constitutional Amendment,No,,"3 Doyle Conner Bldg ",67,30
No. 5 Constitutional Amendment,No,,4 Palmdale Community Center,43,24
No. 5 Constitutional Amendment,No,,"5 Muse Community Center ",204,23
No. 5 Constitutional Amendment,No,,6 Doyle Conner Bldg,92,25
No. 5 Constitutional Amendment,No,,7 Lakeport Community Center,134,25
No. 5 Constitutional Amendment,No,,"8 BHR Community Center ",216,25
No. 5 Constitutional Amendment,No,,9 Lakeport Community Center,23,22
No. 5 Constitutional Amendment,No,,10 Lakeport Community Center,25,16
No. 5 Constitutional Amendment,No,,11 Doyle Conner Bldg,89,32
No. 5 Constitutional Amendment,No,,12 Washington Park Comm. ctr.,29,31
No. 5 Constitutional Amendment,No,,13 Indian Hills Fire Dept.,155,28
No. 6 Constitutional Amendment,Yes,,"1 Doyle Conner Bldg ",240,90
No. 6 Constitutional Amendment,Yes,,2 Ortona Community Center,325,91
No. 6 Constitutional Amendment,Yes,,"3 Doyle Conner Bldg ",211,93
No. 6 Constitutional Amendment,Yes,,4 Palmdale Community Center,165,91
No. 6 Constitutional Amendment,Yes,,"5 Muse Community Center ",823,92
No. 6 Constitutional Amendment,Yes,,6 Doyle Conner Bldg,326,89
No. 6 Constitutional Amendment,Yes,,7 Lakeport Community Center,516,95
No. 6 Constitutional Amendment,Yes,,"8 BHR Community Center ",810,91
No. 6 Constitutional Amendment,Yes,,9 Lakeport Community Center,101,92
No. 6 Constitutional Amendment,Yes,,10 Lakeport Community Center,150,91
No. 6 Constitutional Amendment,Yes,,11 Doyle Conner Bldg,250,89
No. 6 Constitutional Amendment,Yes,,12 Washington Park Comm. ctr.,75,84
No. 6 Constitutional Amendment,Yes,,13 Indian Hills Fire Dept.,532,93
No. 6 Constitutional Amendment,No,,"1 Doyle Conner Bldg ",27,10
No. 6 Constitutional Amendment,No,,2 Ortona Community Center,31,9
No. 6 Constitutional Amendment,No,,"3 Doyle Conner Bldg ",17,7
No. 6 Constitutional Amendment,No,,4 Palmdale Community Center,17,9
No. 6 Constitutional Amendment,No,,"5 Muse Community Center ",74,8
No. 6 Constitutional Amendment,No,,6 Doyle Conner Bldg,40,11
No. 6 Constitutional Amendment,No,,7 Lakeport Community Center,29,5
No. 6 Constitutional Amendment,No,,"8 BHR Community Center ",82,9
No. 6 Constitutional Amendment,No,,9 Lakeport Community Center,9,8
No. 6 Constitutional Amendment,No,,10 Lakeport Community Center,14,9
No. 6 Constitutional Amendment,No,,11 Doyle Conner Bldg,30,11
No. 6 Constitutional Amendment,No,,12 Washington Park Comm. ctr.,14,16
No. 6 Constitutional Amendment,No,,13 Indian Hills Fire Dept.,42,7
Glades County Schools,Yes,,"1 Doyle Conner Bldg ",188,71
Glades County Schools,Yes,,2 Ortona Community Center,269,75
Glades County Schools,Yes,,"3 Doyle Conner Bldg ",183,80
Glades County Schools,Yes,,4 Palmdale Community Center,113,65
Glades County Schools,Yes,,"5 Muse Community Center ",630,72
Glades County Schools,Yes,,6 Doyle Conner Bldg,282,75
Glades County Schools,Yes,,7 Lakeport Community Center,350,66
Glades County Schools,Yes,,"8 BHR Community Center ",540,63
Glades County Schools,Yes,,9 Lakeport Community Center,77,71
Glades County Schools,Yes,,10 Lakeport Community Center,130,80
Glades County Schools,Yes,,11 Doyle Conner Bldg,200,72
Glades County Schools,Yes,,12 Washington Park Comm. ctr.,80,85
Glades County Schools,Yes,,13 Indian Hills Fire Dept.,399,70
Glades County Schools,No,,"1 Doyle Conner Bldg ",75,29
Glades County Schools,No,,2 Ortona Community Center,88,25
Glades County Schools,No,,"3 Doyle Conner Bldg ",47,20
Glades County Schools,No,,4 Palmdale Community Center,61,35
Glades County Schools,No,,"5 Muse Community Center ",251,28
Glades County Schools,No,,6 Doyle Conner Bldg,92,25
Glades County Schools,No,,7 Lakeport Community Center,179,34
Glades County Schools,No,,"8 BHR Community Center ",324,38
Glades County Schools,No,,9 Lakeport Community Center,31,29
Glades County Schools,No,,10 Lakeport Community Center,32,20
Glades County Schools,No,,11 Doyle Conner Bldg,79,28
Glades County Schools,No,,12 Washington Park Comm. ctr.,14,15
Glades County Schools,No,,13 Indian Hills Fire Dept.,172,30
